#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C file write time: 2022-03-28 09:50:48
#
1001 #_styr
1256 #_endyr
1 #_nseas
3 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
28 #_Nages
1 #_N_areas
8 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	2	0	fishing_gi   	#_1
1	-1	1	2	0	fishing_hd   	#_2
1	-1	1	2	0	fishing_ll   	#_3
1	-1	1	2	0	fishing_other	#_4
1	-1	1	2	0	fishing_bb   	#_5
1	-1	1	2	0	fishing_ps   	#_6
1	-1	1	2	0	fishing_trol 	#_7
3	 7	1	2	0	llcpue       	#_8
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	   0.000000	0.01	#_1         
 -999	1	2	   0.000000	0.01	#_2         
 -999	1	3	   0.000000	0.01	#_3         
 -999	1	4	   0.000000	0.01	#_4         
 -999	1	5	   0.000000	0.01	#_5         
 -999	1	6	   0.000000	0.01	#_6         
 -999	1	7	   0.000000	0.01	#_7         
 1001	1	1	  27.050278	0.01	#_8         
 1002	1	1	  26.851012	0.01	#_9         
 1003	1	1	  26.858429	0.01	#_10        
 1004	1	1	  26.572699	0.01	#_11        
 1005	1	1	  27.997439	0.01	#_12        
 1006	1	1	  27.853608	0.01	#_13        
 1007	1	1	  27.859201	0.01	#_14        
 1008	1	1	  27.654352	0.01	#_15        
 1009	1	1	  30.475015	0.01	#_16        
 1010	1	1	  30.340444	0.01	#_17        
 1011	1	1	  30.345678	0.01	#_18        
 1012	1	1	  30.154018	0.01	#_19        
 1013	1	1	  31.031365	0.01	#_20        
 1014	1	1	  30.906393	0.01	#_21        
 1015	1	1	  30.911253	0.01	#_22        
 1016	1	1	  30.733264	0.01	#_23        
 1017	1	1	  30.787346	0.01	#_24        
 1018	1	1	  30.622105	0.01	#_25        
 1019	1	1	  30.628531	0.01	#_26        
 1020	1	1	  30.393190	0.01	#_27        
 1021	1	1	  39.763606	0.01	#_28        
 1022	1	1	  39.595254	0.01	#_29        
 1023	1	1	  39.601801	0.01	#_30        
 1024	1	1	  39.362027	0.01	#_31        
 1025	1	1	  33.182448	0.01	#_32        
 1026	1	1	  32.527887	0.01	#_33        
 1027	1	1	  32.867800	0.01	#_34        
 1028	1	1	  32.607764	0.01	#_35        
 1029	1	1	  33.022254	0.01	#_36        
 1030	1	1	  33.330010	0.01	#_37        
 1031	1	1	  33.043846	0.01	#_38        
 1032	1	1	  31.230222	0.01	#_39        
 1033	1	1	  35.544572	0.01	#_40        
 1034	1	1	  35.675803	0.01	#_41        
 1035	1	1	  36.093852	0.01	#_42        
 1036	1	1	  35.204999	0.01	#_43        
 1037	1	1	  37.749483	0.01	#_44        
 1038	1	1	  37.721653	0.01	#_45        
 1039	1	1	  38.137154	0.01	#_46        
 1040	1	1	  37.315744	0.01	#_47        
 1041	1	1	  46.162618	0.01	#_48        
 1042	1	1	  46.675082	0.01	#_49        
 1043	1	1	  49.975416	0.01	#_50        
 1044	1	1	  45.047397	0.01	#_51        
 1045	1	1	  47.920209	0.01	#_52        
 1046	1	1	  50.184503	0.01	#_53        
 1047	1	1	  67.482198	0.01	#_54        
 1048	1	1	  55.870426	0.01	#_55        
 1049	1	1	  48.694619	0.01	#_56        
 1050	1	1	  50.993793	0.01	#_57        
 1051	1	1	  73.950917	0.01	#_58        
 1052	1	1	  59.625420	0.01	#_59        
 1053	1	1	  51.068363	0.01	#_60        
 1054	1	1	  51.147145	0.01	#_61        
 1055	1	1	  75.837468	0.01	#_62        
 1056	1	1	  60.481918	0.01	#_63        
 1057	1	1	  75.196314	0.01	#_64        
 1058	1	1	  75.328547	0.01	#_65        
 1059	1	1	 110.225191	0.01	#_66        
 1060	1	1	  89.155507	0.01	#_67        
 1061	1	1	  79.070868	0.01	#_68        
 1062	1	1	  86.518541	0.01	#_69        
 1063	1	1	 117.253585	0.01	#_70        
 1064	1	1	  94.481559	0.01	#_71        
